speech_id,stratum,role,seg_index,start,duration,n_tokens,nrc_polarity,valence,arousal,dominance,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_sadness,emo_surprise,emo_trust,n_emolex,n_vad,pysent_label,pysent_polarity,text
10-03-04-m-005,II,ST,12,143.35,9.590000000000003,24,1.0,0.6745,0.4859,0.7127,0.0,0.0833,0.0,0.0,0.0833,0.0,0.0833,0.1667,7,8,NEU,0.0749,it is the presidency's intention to invite representatives of observers at the IGC including the President of the European Parliament to be present
10-03-04-m-005,II,ST,13,152.94,13.539999999999992,40,1.0,0.6786,0.3717,0.5924,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.025,7,12,NEU,0.02,on the basis of our report and following discussions at the dinner it will then be for the European Council to decide how best to proceed and in particular whether the time is ripe for the IGC to be reconvened
10-03-04-m-005,II,ST,14,166.48,8.430000000000007,29,1.0,0.6669,0.3944,0.6425,0.0,0.069,0.0,0.0,0.0345,0.0,0.0345,0.0345,4,10,NEU,-0.2572,I hope that you will understand that it is not appropriate for me at this time to go into any detail on that on what that report will contain
10-03-04-m-005,II,ST,15,174.91,6.140000000000015,11,0.0,0.6723,0.408,0.6327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,NEU,-0.1205,we have still not definitively concluded our analysis of the situation
10-03-04-m-005,II,ST,16,181.05,10.039999999999992,23,1.0,0.7023,0.3558,0.54,0.0,0.087,0.0,0.0,0.0435,0.0,0.0435,0.0435,3,4,NEU,0.1546,consultations and contacts are ongoing and the Taoiseach owes it to his colleagues to present matters to them in a very direct manner
10-03-04-m-005,II,ST,17,191.09,3.3700000000000045,7,1.0,0.6215,0.5785,0.5115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,NEU,0.0279,however I would offer the following observations
10-03-04-m-005,II,ST,18,194.46,9.23999999999998,24,1.0,0.6467,0.5067,0.7121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,6,7,NEU,0.0578,in keeping with our mandate from Brussels in December the Irish presidency has consulted widely among participants in the IGC including the European Parliament
10-03-04-m-005,II,ST,19,203.7,4.3700000000000045,12,1.0,0.6327,0.2907,0.4797,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0833,2,3,NEU,0.0446,the Taoiseach has spoken with all other members of the European Council
10-03-04-m-005,II,ST,20,208.07,6.420000000000016,14,1.0,0.6203,0.4524,0.6033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,4,7,NEU,0.0195,intensive and detailed discussions have also taken place at ministerial and at official level
10-03-04-m-005,II,ST,21,214.49,4.719999999999999,15,1.0,0.8034,0.3973,0.6501,0.0,0.1333,0.0,0.0,0.1333,0.0,0.0667,0.2,3,7,POS,0.9735,partners have agreed with us in good faith and in a positive and constructive way
10-03-04-m-005,II,ST,22,219.21,5.47999999999999,14,1.0,0.8287,0.4693,0.611,0.0,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0714,2,3,POS,0.8129,as a result we have a deeper appreciation of the concerns of all involved
10-03-04-m-005,II,ST,23,224.69,8.650000000000006,19,0.3333333333333333,0.6469,0.4513,0.6316,0.0526,0.0,0.0526,0.0,0.0,0.0526,0.0,0.0526,5,7,NEU,0.3098,we also have a a greater understanding of where of where scope for compromise and possible agreements might lie
10-03-04-m-005,II,ST,24,233.34,7.549999999999983,21,0.0,0.6697,0.4217,0.6853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,1,3,POS,0.9735,we've had very useful and detailed discussions with the Parliament's representatives Mr Hänsch and Mr and Mr Brok
10-03-04-m-005,II,ST,25,240.89,6.850000000000023,20,1.0,0.7266,0.4264,0.6974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3,5,NEU,0.0545,they have made clear to us the Parliament's general approach to the IGC and your priorities in the negotiations
10-03-04-m-005,II,ST,26,247.74,5.810000000000002,17,1.0,0.7315,0.4025,0.6335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,1,6,POS,0.9819,we have very much appreciated the constructive and the frank way that they have dealt with us
10-03-04-m-005,II,ST,27,253.55,6.029999999999973,13,0.0,0.753,0.5257,0.7698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,3,6,POS,0.9891,more generally the Parliament's strong support for our efforts are greatly appreciated
10-03-04-m-005,II,ST,28,259.58,18.670000000000016,45,1.0,0.6484,0.4424,0.5989,0.0444,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,12,18,NEU,-0.0671,in particular you've tried to keep us and partners focused on the big picture on the immense prize which adoption of the Constitution would represent and on the very significant and considerable dangers for our Union which would flow from a continued stalemate stalemate
10-03-04-m-005,II,ST,29,278.25,11.850000000000023,29,0.0,0.6777,0.4816,0.6088,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0345,4,9,NEU,0.4636,in our consultations we have confirmed that there is a range of outstanding institutional and non-institutional issues of varying complexity and sensitivity which have been raised with us
10-03-04-m-005,II,ST,30,290.1,9.689999999999998,31,1.0,0.6984,0.4145,0.5563,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0323,7,8,NEU,0.0209,most of these were identified by the Italian presidency in the paper published ahead of the meeting of the European Council in December although although others are also on the table
10-03-04-m-005,II,ST,31,299.79,5.699999999999989,14,1.0,0.5827,0.4037,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,NEU,0.0633,we've gone through all of these questions carefully and in some significant detail
10-03-04-m-005,II,ST,32,305.49,14.060000000000002,41,0.6666666666666666,0.5735,0.3999,0.5895,0.0244,0.0732,0.0,0.0,0.0,0.0244,0.0,0.0732,13,16,NEU,0.3715,while there has been particular public focus while there has been particular public focus on the institutional side of things I can assure the Parliament that our discussions with partners are not limited to those aspects of the draft Constitutional Treaty
10-03-04-m-005,II,ST,33,319.55,15.060000000000002,37,0.5,0.711,0.4298,0.6625,0.0,0.0,0.0,0.0,0.0541,0.0,0.0,0.0541,10,17,NEU,0.2141,our broad sense is that while there are a reasonable number of outstanding issues on the great majority it will be relatively easy to find consensus in the context of a process leading to an overall conclusion
10-03-04-m-005,II,ST,34,334.61,13.819999999999993,33,1.0,0.6908,0.4176,0.6019,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0909,7,9,NEU,-0.0182,moreover we have ascertained that there are many other issues including some of the of considerable importance on which there is effectively already agreement although formally nothing is agreed until everything is agreed
10-03-04-m-005,II,ST,35,348.43,11.45999999999998,34,0.3333333333333333,0.6301,0.4158,0.5635,0.0,0.0294,0.0294,0.0588,0.0294,0.0294,0.0,0.0294,8,10,POS,0.9041,of course the great bulk of the Convention text has not been called into question at any stage of the IGC and I'm glad to say that that very much remains the case
10-03-04-m-005,II,ST,36,359.89,6.330000000000041,22,0.0,0.6823,0.3911,0.6285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,NEU,-0.0179,I cannot say today whether it will be possible or not for the IGC to conclude its work during the Irish presidency
10-03-04-m-005,II,ST,37,366.22,1.17999999999995,5,0.0,0.6165,0.335,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,NEU,0.0404,I can say this however
10-03-04-m-005,II,ST,38,367.4,4.1200000000000045,14,0.0,0.6165,0.4808,0.6643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,NEU,0.0073,that if it were a matter for the Irish presidency we would resolve it
10-03-04-m-005,II,ST,39,371.52,7.78000000000003,29,0.3333333333333333,0.6912,0.5466,0.6866,0.0,0.0345,0.0,0.0345,0.069,0.0,0.0,0.1034,6,9,POS,0.8245,we have made it clear to this Parliament and we've made it clear in many statements that we are anxious to achieve and ambitious to achieve a resolution
10-03-04-m-005,II,ST,40,379.3,11.019999999999982,39,1.0,0.5839,0.3811,0.5226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,9,14,NEU,0.2566,it's also however very important to put it on the record that there are twenty-five Member States and twenty-five governments who have a responsibility in this matter and it does not come down to the presidency
10-03-04-m-005,II,ST,41,390.32,8.259999999999991,27,1.0,0.6632,0.5202,0.6747,0.0,0.037,0.0,0.0,0.0,0.0,0.037,0.037,6,6,NEU,0.0002,whether it is decided to convene a further meeting of the IGC in the near future is very much a matter of judgment for the European Council
10-03-04-m-005,II,ST,42,398.58,13.890000000000043,39,0.3333333333333333,0.7048,0.3955,0.626,0.0,0.0256,0.0,0.0,0.0769,0.0,0.0256,0.0256,7,18,POS,0.5782,however I can say and I've said it several times that if political will is is is present the outstanding issues will be will be easy it will be easy to find a solution to the outstanding issues
10-03-04-m-005,II,ST,43,412.47,3.909999999999968,11,1.0,0.6745,0.4297,0.6383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,5,6,POS,0.7291,the key to the early agreement is political willingness to agree
10-03-04-m-005,II,ST,44,416.38,4.160000000000025,13,1.0,0.6285,0.437,0.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,NEU,0.0107,it is now over two years since the European Convention began its work
10-03-04-m-005,II,ST,45,420.54,3.5600000000000023,8,0.0,0.757,0.389,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,NEU,-0.0707,the issues have been debated intensively and extensively
10-03-04-m-005,II,ST,46,424.1,5.989999999999952,17,0.0,0.6508,0.4671,0.6249,0.0,0.0588,0.0,0.0,0.0588,0.0,0.0,0.0,5,9,NEG,-0.8469,at this point I do not believe that outstanding differences will become easier to resolve over time
10-03-04-m-005,II,ST,47,430.09,3.5100000000000477,14,0.0,0.515,0.2155,0.3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,NEU,0.0606,indeed I've said it on several occasions in the last week or two
10-03-04-m-005,II,ST,48,433.6,4.619976999999949,12,-1.0,0.6051,0.5004,0.5843,0.0,0.0,0.0,0.0833,0.0,0.0833,0.0,0.0,5,7,NEG,-0.7514,the difficulties that exist today will be more difficult in the future
10-03-04-m-005,II,ST,49,438.219977,5.220023000000026,17,0.0,0.6017,0.3147,0.4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,NEG,-0.9623,in the second half of this year it will not be any easier to resolve the issues
10-03-04-m-005,II,ST,50,443.44,4.579999999999984,14,0.0,0.5862,0.409,0.5027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,3,6,NEU,-0.4001,there are a whole series of other issues that will make it more complex
10-03-04-m-005,II,ST,51,448.02,12.25,32,-1.0,0.6272,0.4471,0.5926,0.0,0.0312,0.0,0.0938,0.0,0.0,0.0,0.0625,10,18,NEU,-0.1073,the Parliament will change the Commission will change the political actors will change and it would be unwise in my view to take the view that we have time on our side
10-03-04-m-005,II,ST,52,460.27,4.330000000000041,18,1.0,0.6058,0.3276,0.4662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,3,5,NEU,-0.0785,there are important issues to be considered in the second half of the year as I've said
10-03-04-m-005,II,ST,53,464.6,13.849999999999966,46,1.0,0.6863,0.4301,0.5963,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,0.0217,8,15,NEU,0.0608,it's my very strong belief that these are all better considered independently of each other and in fact that is another reason why we should go for the earliest possible solution because if the issues do come together it'll make solution resolution more difficult
10-03-04-m-005,II,ST,54,478.45,5.259999999999991,19,1.0,0.7544,0.3786,0.7062,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0526,3,5,POS,0.9472,I continue to believe that the new Constitution is profoundly in the interests of the Union and its citizens
10-03-04-m-005,II,ST,55,483.71,3.9700000000000273,12,1.0,0.7226,0.4494,0.6586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,POS,0.8719,it is a quantum leap forward in terms of clarity and accessibility
10-03-04-m-005,II,ST,56,487.68,4.909999999999968,17,1.0,0.8159,0.4684,0.7602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,8,9,POS,0.9154,it will provide the Union with a solid foundation for its future growth and its future development
10-03-04-m-005,II,ST,57,492.59,7.2900000000000205,25,1.0,0.6994,0.4661,0.6606,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,7,8,POS,0.7756,it will enable the Union to respond more effectively to the concerns of citizens and to play a more dynamic role in the wider world
10-03-04-m-005,II,ST,58,499.88,3.430000000000007,11,1.0,0.846,0.5633,0.6777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,POS,0.9436,in a sense it's a prize well worth striving for
10-03-04-m-005,II,ST,59,503.31,13.829999999999984,45,0.3333333333333333,0.6433,0.3864,0.5965,0.0,0.0,0.0,0.0222,0.0,0.0222,0.0,0.0444,9,17,POS,0.719,if there is a will to compromise and let there be no doubt whatsoever that compromise on all sides with with that without some compromise on all sides there will be no agreement then I believe it should be possible to move things forward rapidly
10-03-04-m-005,II,ST,60,517.14,9.490000000000009,23,0.0,0.7107,0.5613,0.6984,0.0,0.1739,0.0,0.0435,0.0435,0.0,0.0,0.0,7,10,NEU,0.2178,as we have said before if there is a serious possibility of progress the Irish presidency will immediately move to seize that possibility
10-03-04-m-005,II,ST,61,526.63,1.57000000000005,6,1.0,0.8175,0.4875,0.7495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,1,2,POS,0.9792,thank you very much Mr President
10-03-04-m-005,II,TT,0,0.0,7.466,4,1.0,0.6203,0.451,0.7373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,3,POS,0.8929,muchas gracias señor Presidente
10-03-04-m-005,II,TT,1,7.466,9.11,18,0.0,0.7097,0.593,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,POS,0.9376,Señorías para mí es un placer poderles exponer el seguimiento de la CIG y la cumbre de primavera
10-03-04-m-005,II,TT,2,16.576,23.534999999999997,64,0.5,0.6423,0.5221,0.6507,0.0156,0.0469,0.0,0.0312,0.0312,0.0469,0.0312,0.0312,13,16,NEU,0.1823,como ya conocerán por las discusiones detalladas que tuvimos en el último Pleno sobre la estrategia de Lisboa la Presidencia irlandesa ha decidido en este Consejo de Primavera seguir con las líneas de Lisboa y Gotemburgo por tanto con la estrategia de Lisboa haciendo hincapié en la ejecución y la necesidad de fijar zonas específicas en las que concentrar las acciones de la Unión
10-03-04-m-005,II,TT,3,40.111,5.785000000000004,16,0.0,0.6655,0.4075,0.6275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,NEU,0.2465,las perspectivas financieras futuras y los temas de actualidad de la agenda internacional también se tratarán
10-03-04-m-005,II,TT,4,45.896,18.379999999999995,44,1.0,0.7012,0.511,0.6763,0.0,0.0909,0.0227,0.0,0.0455,0.0227,0.0227,0.0,14,16,POS,0.4736,la Presidencia ha reiterado en muchas ocasiones la necesidad de dar una señal fuerte en esta cumbre sobre la importancia de seguir con la estrategia de Lisboa dando un marco para que haya un progreso en lo social económico y medioambiental al mismo tiempo
10-03-04-m-005,II,TT,5,64.276,7.840000000000003,27,0.0,0.5684,0.3854,0.4944,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0741,6,8,NEU,-0.0577,cuando yo me dirigí al Parlamento el mes pasado di un poco las líneas generales del Consejo de Primavera para los días veinticinco y veintiséis de marzo
10-03-04-m-005,II,TT,6,72.116,15.454999999999998,43,0.3333333333333333,0.661,0.4443,0.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,7,12,POS,0.937,me alegra saber que los Estados miembros comparten nuestra convicción en cuanto al orden del día previsto para este Consejo Europeo y por eso me alegro del apoyo que hemos recibido en ese deseo nuestro de concentrarnos en una serie de temas limitados
10-03-04-m-005,II,TT,7,87.571,17.295,44,1.0,0.6902,0.4152,0.6768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,9,10,NEU,0.1432,los Estados miembros también están de acuerdo en que las prioridades del Consejo tienen que ser las del desarrollo sostenible y el empleo tal y como nosotros mismos habíamos previsto en ese primer proyecto de orden del día que publicamos el diecisiete de febrero
10-03-04-m-005,II,TT,8,104.866,25.690000000000012,62,1.0,0.6535,0.4626,0.6301,0.0,0.0323,0.0,0.0161,0.0323,0.0,0.0323,0.0484,17,19,NEU,0.0051,la comunicación de la Comisión sobre las perspectivas financieras Construir un futuro común que se lanzó aquí que lanzó Prodi el diez de febrero el Presidente o la Presidencia con los Estados miembros piensa que en la cumbre de primavera tendremos que ponernos de acuerdo sobre las conclusiones o el procedimiento que hay que seguir con este tema en los próximos meses
10-03-04-m-005,II,TT,9,130.556,10.849999999999994,22,0.0,0.604,0.4105,0.5867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,NEU,-0.016,en cuanto a la Conferencia Intergubernamental la Presidencia irlandesa presentará un informe sobre el estado en el que está la Conferencia Intergubernamental
10-03-04-m-005,II,TT,10,141.406,6.710000000000008,16,0.0,0.488,0.506,0.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,NEU,0.0315,esto se discutirá en la cena que tendrán los jefes de gobierno en la primera velada
10-03-04-m-005,II,TT,11,148.116,8.119999999999976,19,1.0,0.6942,0.5762,0.7756,0.0,0.0526,0.0,0.0,0.0526,0.0,0.0526,0.1579,5,5,NEU,0.0942,la Presidencia va a invitar a los representantes y observadores de la CIG incluido el presidente del Parlamento Europeo
10-03-04-m-005,II,TT,12,156.236,17.450000000000017,41,0.2,0.5312,0.4279,0.4777,0.0244,0.0244,0.0,0.0,0.0,0.0,0.0,0.0488,11,12,NEU,0.0445,sobre la base de nuestro informe y después de la discusión que tengamos en esa cena el Consejo Europeo decidirá la manera mejor de proceder y en particular si ha llegado ya el momento de pedir que se reúna la CIG
10-03-04-m-005,II,TT,13,173.686,11.549999999999983,33,0.3333333333333333,0.5731,0.3719,0.5213,0.0,0.1212,0.0,0.0,0.0606,0.0,0.0606,0.0303,9,10,NEG,-0.5807,espero que entiendan que no puedo entrar ahora en más detalles porque hay que esperar a que salga este informe pero todavía no hemos terminado por todo con el análisis de la situación
10-03-04-m-005,II,TT,14,185.236,4.055000000000007,9,0.0,0.5155,0.4455,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,NEU,0.0688,estamos todavía en pleno proceso de consulta y contactos
10-03-04-m-005,II,TT,15,189.291,6.314999999999998,15,0.0,0.7,0.5,0.6472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,NEU,0.132,la Presidencia va a presentar a los colegas las los temas de manera muy directa
10-03-04-m-005,II,TT,16,195.606,4.3700000000000045,8,0.0,0.5753,0.6387,0.4607,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,3,3,NEU,0.1166,sin embargo sí puedo hacer las siguientes observaciones
10-03-04-m-005,II,TT,17,199.976,9.090000000000003,25,1.0,0.6558,0.5445,0.7103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,5,6,NEU,0.0869,según el mandato de Bruselas de diciembre la Presidencia irlandesa ha consultado consultado ampliamente a todos los participantes de la CIG el Parlamento Europeo incluido
10-03-04-m-005,II,TT,18,209.066,3.0449999999999875,10,1.0,0.6317,0.5293,0.708,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,3,3,NEU,0.2725,también hemos hablado con los demás miembros del Consejo Europeo
10-03-04-m-005,II,TT,19,212.111,5.555000000000007,10,0.0,0.579,0.443,0.6843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3,3,NEU,0.4408,hemos tenido discusiones intensas detalladas a nivel ministerial y oficial
10-03-04-m-005,II,TT,20,217.666,7.110000000000014,17,1.0,0.6983,0.364,0.6637,0.0,0.1176,0.0,0.0,0.1176,0.0,0.0588,0.0588,4,4,POS,0.9615,nuestros colegas están de acuerdo con nosotros han actuado de buena fe de manera positiva y constructiva
10-03-04-m-005,II,TT,21,224.776,7.359999999999985,14,1.0,0.6755,0.5845,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,POS,0.4789,como resultado de ello vamos conociendo mejor los temas de mayor interés y calado
10-03-04-m-005,II,TT,22,232.136,4.990000000000009,9,0.0,0.7145,0.343,0.654,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,2,2,NEU,0.0407,todavía pensamos que se puede llegar a un acuerdo
10-03-04-m-005,II,TT,23,237.126,7.159999999999997,17,1.0,0.661,0.5775,0.8413,0.0,0.0588,0.0,0.0,0.0588,0.0,0.0588,0.0588,4,4,POS,0.8209,hemos tenido digo discusiones muy detalladas también con los representantes del Parlamento Señores Hänsch y Brok
10-03-04-m-005,II,TT,24,244.286,7.969999999999999,16,1.0,0.673,0.5168,0.7784,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.125,5,5,POS,0.537,ellos nos han expresado con claridad la opinión del Parlamento las prioridades del Parlamento las negociaciones
10-03-04-m-005,II,TT,25,252.256,5.090000000000003,13,1.0,0.7492,0.4965,0.6745,0.0,0.0769,0.0,0.0,0.0769,0.0,0.0769,0.0,3,4,POS,0.9741,hemos apreciado muchísimo esa manera tan constructiva y abierta de trabajar con nosotros
10-03-04-m-005,II,TT,26,257.346,5.769999999999982,14,-1.0,0.5975,0.4938,0.6697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,4,6,POS,0.7167,en general el apoyo del Parlamento apreciamos el apoyo del Parlamento por nuestros esfuerzos
10-03-04-m-005,II,TT,27,263.116,12.03000000000003,27,1.0,0.6479,0.3999,0.5472,0.0,0.0741,0.0,0.0,0.037,0.0,0.037,0.0,6,9,POS,0.7858,en particular ustedes han querido que no perdamos de vista la perspectiva que tenemos ante nosotros y lo que puede ganarse con la aprobación de una Constitución
10-03-04-m-005,II,TT,28,275.146,9.370000000000005,24,-1.0,0.5996,0.4076,0.4646,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,5,7,NEG,-0.9344,también nos han puesto al tanto de los peligros que podría tener la Unión si siguiéramos en esta situación así de callejón sin salida
10-03-04-m-005,II,TT,29,284.516,19.930000000000007,49,0.0,0.6012,0.4448,0.5578,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0408,11,13,NEU,-0.045,en nuestras consultas sabemos que hay una serie de temas institucionales y no institucionales pendientes por resolver de gran complejidad muy delicados muchos identificados por la Presidencia italiana ya publicado en su documento presentado en el Consejo Europeo de Diciembre aunque hay otros temas también pendientes sobre la mesa
10-03-04-m-005,II,TT,30,304.446,6.169999999999959,9,1.0,0.573,0.618,0.652,0.0,0.1111,0.0,0.0,0.1111,0.0,0.1111,0.0,2,2,NEU,0.4687,hemos estudiado todos estos temas con detenimiento y cuidado
10-03-04-m-005,II,TT,31,310.616,13.020000000000039,29,0.0,0.499,0.3725,0.5757,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,6,6,NEU,0.137,en general se ha insistido más en los temas institucionales pero puedo decirles que nosotros en nuestras discusiones no nos limitamos solo a esos aspectos del proyecto de Constitución
10-03-04-m-005,II,TT,32,323.636,15.369999999999948,41,0.0,0.6225,0.4005,0.6182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,11,NEU,0.3072,pensamos en términos generales que aunque hay todavía bastantes temas pendientes en general en general va a ser fácil encontrar un consenso esto dentro de lo que va a ser el trabajo que nos lleve a la conclusión de nuestros trabajos
10-03-04-m-005,II,TT,33,339.006,14.560000000000002,35,1.0,0.5709,0.3914,0.5564,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0286,8,11,POS,0.6066,además hemos podido ver que hay muchos otros temas algunos también muy importantes donde en realidad ya hay un acuerdo aunque todavía no se haya acordado porque se está esperando a tener un acuerdo global
10-03-04-m-005,II,TT,34,353.566,10.340000000000032,28,1.0,0.6403,0.4253,0.6173,0.0,0.0357,0.0,0.0,0.0357,0.0,0.0,0.1071,5,6,NEU,-0.4278,naturalmente la gran mayoría de lo que ha hecho la Comisión no se cuestiona ni la CIG lo cuestiona o sea que los trabajos siguen siendo todos válidos
