speech_id,stratum,role,seg_index,start,duration,polarity,n_tokens,text_clean
10-03-04-m-005,II,ST,25,240.89,6.850000000000023,0.0,20,they have made clear to us the Parliament's general approach to the IGC and your priorities in the negotiations
10-03-04-m-005,II,ST,26,247.74,5.810000000000002,0.0,17,we have very much appreciated the constructive and the frank way that they have dealt with us
10-03-04-m-005,II,ST,27,253.55,6.029999999999973,1.0,13,more generally the Parliament's strong support for our efforts are greatly appreciated
10-03-04-m-005,II,ST,28,259.58,18.670000000000016,0.0,45,in particular you've tried to keep us and partners focused on the big picture on the immense prize which adoption of the Constitution would represent and on the very significant and considerable dangers for our Union which would flow from a continued stalemate stalemate
10-03-04-m-005,II,ST,29,278.25,11.850000000000023,0.0,29,in our consultations we have confirmed that there is a range of outstanding institutional and non-institutional issues of varying complexity and sensitivity which have been raised with us
10-03-04-m-005,II,ST,30,290.1,9.689999999999998,0.0,31,most of these were identified by the Italian presidency in the paper published ahead of the meeting of the European Council in December although although others are also on the table
10-03-04-m-005,II,ST,31,299.79,5.699999999999989,0.0,14,we've gone through all of these questions carefully and in some significant detail
10-03-04-m-005,II,ST,32,305.49,14.060000000000002,0.0,41,while there has been particular public focus while there has been particular public focus on the institutional side of things I can assure the Parliament that our discussions with partners are not limited to those aspects of the draft Constitutional Treaty
10-03-04-m-005,II,ST,33,319.55,15.060000000000002,1.0,37,our broad sense is that while there are a reasonable number of outstanding issues on the great majority it will be relatively easy to find consensus in the context of a process leading to an overall conclusion
10-03-04-m-005,II,ST,34,334.61,13.819999999999993,0.0,33,moreover we have ascertained that there are many other issues including some of the of considerable importance on which there is effectively already agreement although formally nothing is agreed until everything is agreed
10-03-04-m-005,II,ST,35,348.43,11.45999999999998,1.0,34,of course the great bulk of the Convention text has not been called into question at any stage of the IGC and I'm glad to say that that very much remains the case
10-03-04-m-005,II,ST,36,359.89,6.330000000000041,0.0,22,I cannot say today whether it will be possible or not for the IGC to conclude its work during the Irish presidency
10-03-04-m-005,II,ST,37,366.22,1.17999999999995,0.0,5,I can say this however
10-03-04-m-005,II,ST,38,367.4,4.1200000000000045,0.0,14,that if it were a matter for the Irish presidency we would resolve it
10-03-04-m-005,II,ST,39,371.52,7.78000000000003,0.0,29,we have made it clear to this Parliament and we've made it clear in many statements that we are anxious to achieve and ambitious to achieve a resolution
10-03-04-m-005,II,ST,40,379.3,11.019999999999982,0.0,39,it's also however very important to put it on the record that there are twenty-five Member States and twenty-five governments who have a responsibility in this matter and it does not come down to the presidency
10-03-04-m-005,II,ST,41,390.32,8.259999999999991,0.0,27,whether it is decided to convene a further meeting of the IGC in the near future is very much a matter of judgment for the European Council
10-03-04-m-005,II,ST,42,398.58,13.890000000000043,0.0,39,however I can say and I've said it several times that if political will is is is present the outstanding issues will be will be easy it will be easy to find a solution to the outstanding issues
10-03-04-m-005,II,ST,43,412.47,3.909999999999968,0.0,11,the key to the early agreement is political willingness to agree
10-03-04-m-005,II,ST,44,416.38,4.160000000000025,0.0,13,it is now over two years since the European Convention began its work
10-03-04-m-005,II,ST,45,420.54,3.5600000000000023,0.0,8,the issues have been debated intensively and extensively
10-03-04-m-005,II,ST,46,424.1,5.989999999999952,0.0,17,at this point I do not believe that outstanding differences will become easier to resolve over time
10-03-04-m-005,II,ST,47,430.09,3.5100000000000477,0.0,14,indeed I've said it on several occasions in the last week or two
10-03-04-m-005,II,ST,48,433.6,4.619976999999949,0.0,12,the difficulties that exist today will be more difficult in the future
10-03-04-m-005,II,ST,49,438.219977,5.220023000000026,0.0,17,in the second half of this year it will not be any easier to resolve the issues
10-03-04-m-005,II,ST,50,443.44,4.579999999999984,0.0,14,there are a whole series of other issues that will make it more complex
10-03-04-m-005,II,ST,51,448.02,12.25,0.0,32,the Parliament will change the Commission will change the political actors will change and it would be unwise in my view to take the view that we have time on our side
10-03-04-m-005,II,ST,52,460.27,4.330000000000041,0.0,18,there are important issues to be considered in the second half of the year as I've said
10-03-04-m-005,II,ST,53,464.6,13.849999999999966,0.0,46,it's my very strong belief that these are all better considered independently of each other and in fact that is another reason why we should go for the earliest possible solution because if the issues do come together it'll make solution resolution more difficult
10-03-04-m-005,II,ST,54,478.45,5.259999999999991,0.0,19,I continue to believe that the new Constitution is profoundly in the interests of the Union and its citizens
10-03-04-m-005,II,ST,55,483.71,3.9700000000000273,0.0,12,it is a quantum leap forward in terms of clarity and accessibility
10-03-04-m-005,II,ST,56,487.68,4.909999999999968,0.0,17,it will provide the Union with a solid foundation for its future growth and its future development
10-03-04-m-005,II,ST,57,492.59,7.2900000000000205,0.0,25,it will enable the Union to respond more effectively to the concerns of citizens and to play a more dynamic role in the wider world
10-03-04-m-005,II,ST,58,499.88,3.430000000000007,0.0,11,in a sense it's a prize well worth striving for
10-03-04-m-005,II,ST,59,503.31,13.829999999999984,0.0,45,if there is a will to compromise and let there be no doubt whatsoever that compromise on all sides with with that without some compromise on all sides there will be no agreement then I believe it should be possible to move things forward rapidly
10-03-04-m-005,II,ST,60,517.14,9.490000000000009,1.0,23,as we have said before if there is a serious possibility of progress the Irish presidency will immediately move to seize that possibility
10-03-04-m-005,II,ST,61,526.63,1.57000000000005,0.0,6,thank you very much Mr President
10-03-04-m-005,II,TT,0,0.0,7.466,0.0,4,muchas gracias señor Presidente
10-03-04-m-005,II,TT,1,7.466,9.11,0.0,18,Señorías para mí es un placer poderles exponer el seguimiento de la CIG y la cumbre de primavera
10-03-04-m-005,II,TT,2,16.576,23.534999999999997,0.0,64,como ya conocerán por las discusiones detalladas que tuvimos en el último Pleno sobre la estrategia de Lisboa la Presidencia irlandesa ha decidido en este Consejo de Primavera seguir con las líneas de Lisboa y Gotemburgo por tanto con la estrategia de Lisboa haciendo hincapié en la ejecución y la necesidad de fijar zonas específicas en las que concentrar las acciones de la Unión
10-03-04-m-005,II,TT,3,40.111,5.785000000000004,0.0,16,las perspectivas financieras futuras y los temas de actualidad de la agenda internacional también se tratarán
10-03-04-m-005,II,TT,4,45.896,18.379999999999995,1.0,44,la Presidencia ha reiterado en muchas ocasiones la necesidad de dar una señal fuerte en esta cumbre sobre la importancia de seguir con la estrategia de Lisboa dando un marco para que haya un progreso en lo social económico y medioambiental al mismo tiempo
10-03-04-m-005,II,TT,5,64.276,7.840000000000003,0.0,27,cuando yo me dirigí al Parlamento el mes pasado di un poco las líneas generales del Consejo de Primavera para los días veinticinco y veintiséis de marzo
10-03-04-m-005,II,TT,6,72.116,15.454999999999998,1.0,43,me alegra saber que los Estados miembros comparten nuestra convicción en cuanto al orden del día previsto para este Consejo Europeo y por eso me alegro del apoyo que hemos recibido en ese deseo nuestro de concentrarnos en una serie de temas limitados
10-03-04-m-005,II,TT,7,87.571,17.295,1.0,44,los Estados miembros también están de acuerdo en que las prioridades del Consejo tienen que ser las del desarrollo sostenible y el empleo tal y como nosotros mismos habíamos previsto en ese primer proyecto de orden del día que publicamos el diecisiete de febrero
10-03-04-m-005,II,TT,8,104.866,25.690000000000012,1.0,62,la comunicación de la Comisión sobre las perspectivas financieras Construir un futuro común que se lanzó aquí que lanzó Prodi el diez de febrero el Presidente o la Presidencia con los Estados miembros piensa que en la cumbre de primavera tendremos que ponernos de acuerdo sobre las conclusiones o el procedimiento que hay que seguir con este tema en los próximos meses
10-03-04-m-005,II,TT,9,130.556,10.849999999999994,0.0,22,en cuanto a la Conferencia Intergubernamental la Presidencia irlandesa presentará un informe sobre el estado en el que está la Conferencia Intergubernamental
10-03-04-m-005,II,TT,10,141.406,6.710000000000008,0.0,16,esto se discutirá en la cena que tendrán los jefes de gobierno en la primera velada
10-03-04-m-005,II,TT,11,148.116,8.119999999999976,0.0,19,la Presidencia va a invitar a los representantes y observadores de la CIG incluido el presidente del Parlamento Europeo
10-03-04-m-005,II,TT,12,156.236,17.450000000000017,0.0,41,sobre la base de nuestro informe y después de la discusión que tengamos en esa cena el Consejo Europeo decidirá la manera mejor de proceder y en particular si ha llegado ya el momento de pedir que se reúna la CIG
10-03-04-m-005,II,TT,13,173.686,11.549999999999983,0.0,33,espero que entiendan que no puedo entrar ahora en más detalles porque hay que esperar a que salga este informe pero todavía no hemos terminado por todo con el análisis de la situación
10-03-04-m-005,II,TT,14,185.236,4.055000000000007,0.0,9,estamos todavía en pleno proceso de consulta y contactos
10-03-04-m-005,II,TT,15,189.291,6.314999999999998,0.0,15,la Presidencia va a presentar a los colegas las los temas de manera muy directa
10-03-04-m-005,II,TT,16,195.606,4.3700000000000045,0.0,8,sin embargo sí puedo hacer las siguientes observaciones
10-03-04-m-005,II,TT,17,199.976,9.090000000000003,0.0,25,según el mandato de Bruselas de diciembre la Presidencia irlandesa ha consultado consultado ampliamente a todos los participantes de la CIG el Parlamento Europeo incluido
10-03-04-m-005,II,TT,18,209.066,3.0449999999999875,0.0,10,también hemos hablado con los demás miembros del Consejo Europeo
10-03-04-m-005,II,TT,19,212.111,5.555000000000007,0.0,10,hemos tenido discusiones intensas detalladas a nivel ministerial y oficial
10-03-04-m-005,II,TT,20,217.666,7.110000000000014,1.0,17,nuestros colegas están de acuerdo con nosotros han actuado de buena fe de manera positiva y constructiva
10-03-04-m-005,II,TT,21,224.776,7.359999999999985,0.0,14,como resultado de ello vamos conociendo mejor los temas de mayor interés y calado
10-03-04-m-005,II,TT,22,232.136,4.990000000000009,1.0,9,todavía pensamos que se puede llegar a un acuerdo
10-03-04-m-005,II,TT,23,237.126,7.159999999999997,0.0,16,hemos tenido digo discusiones muy detalladas también con los representantes del Parlamento Señores Hänsch y Brok
10-03-04-m-005,II,TT,24,244.286,7.969999999999999,0.0,16,ellos nos han expresado con claridad la opinión del Parlamento las prioridades del Parlamento las negociaciones
10-03-04-m-005,II,TT,25,252.256,5.090000000000003,0.0,13,hemos apreciado muchísimo esa manera tan constructiva y abierta de trabajar con nosotros
10-03-04-m-005,II,TT,26,257.346,5.769999999999982,1.0,14,en general el apoyo del Parlamento apreciamos el apoyo del Parlamento por nuestros esfuerzos
10-03-04-m-005,II,TT,27,263.116,12.03000000000003,0.0,27,en particular ustedes han querido que no perdamos de vista la perspectiva que tenemos ante nosotros y lo que puede ganarse con la aprobación de una Constitución
10-03-04-m-005,II,TT,28,275.146,9.370000000000005,0.0,24,también nos han puesto al tanto de los peligros que podría tener la Unión si siguiéramos en esta situación así de callejón sin salida
10-03-04-m-005,II,TT,29,284.516,19.930000000000007,0.0,49,en nuestras consultas sabemos que hay una serie de temas institucionales y no institucionales pendientes por resolver de gran complejidad muy delicados muchos identificados por la Presidencia italiana ya publicado en su documento presentado en el Consejo Europeo de Diciembre aunque hay otros temas también pendientes sobre la mesa
10-03-04-m-005,II,TT,30,304.446,6.169999999999959,0.0,9,hemos estudiado todos estos temas con detenimiento y cuidado
10-03-04-m-005,II,TT,31,310.616,13.020000000000039,0.0,29,en general se ha insistido más en los temas institucionales pero puedo decirles que nosotros en nuestras discusiones no nos limitamos solo a esos aspectos del proyecto de Constitución
10-03-04-m-005,II,TT,32,323.636,15.369999999999948,0.0,41,pensamos en términos generales que aunque hay todavía bastantes temas pendientes en general en general va a ser fácil encontrar un consenso esto dentro de lo que va a ser el trabajo que nos lleve a la conclusión de nuestros trabajos
10-03-04-m-005,II,TT,33,339.006,14.560000000000002,1.0,35,además hemos podido ver que hay muchos otros temas algunos también muy importantes donde en realidad ya hay un acuerdo aunque todavía no se haya acordado porque se está esperando a tener un acuerdo global
10-03-04-m-005,II,TT,34,353.566,10.340000000000032,0.0,28,naturalmente la gran mayoría de lo que ha hecho la Comisión no se cuestiona ni la CIG lo cuestiona o sea que los trabajos siguen siendo todos válidos
10-03-04-m-005,II,TT,35,363.906,12.180000000000007,0.0,34,yo puedo hoy sin embargo no puedo decir si la CIG va a poder terminar sus trabajos bajo Presidencia irlandesa pero sí puedo decir que si fuese por la Presidencia irlandesa se habría resuelto
10-03-04-m-005,II,TT,36,376.086,2.7299999999999613,0.0,10,esto lo hemos dicho tanto aquí como en otras ocasiones
10-03-04-m-005,II,TT,37,378.816,5.160000000000025,0.0,12,nosotros naturalmente quisiéramos y tenemos la ambición de llegar a una solución
10-03-04-m-005,II,TT,38,383.976,8.910000000000025,0.0,23,es muy importante también que conste en acta que van a ser veinticinco estados y gobiernos los que tengan que asumir las responsabilidades
10-03-04-m-005,II,TT,39,392.886,3.409999999999968,0.0,5,no es una única Presidencia
10-03-04-m-005,II,TT,40,396.296,6.699999999999989,0.0,18,entonces no sabemos si tendrá que volverse a reunir la CIG pero eso depende del Consejo en general
10-03-04-m-005,II,TT,41,402.996,19.950000000000045,1.0,48,lo que sí puedo decir y he repetido en otras ocasiones es que si hay voluntad política si hay voluntad política entonces los temas pendientes serán fáciles de resolver porque la clave del acuerdo está precisamente ahí en la voluntad de querer llegar a un acuerdo voluntad política
10-03-04-m-005,II,TT,42,422.946,5.2099999999999795,0.0,9,los temas ya se han debatido muchísimo en profundidad
10-03-04-m-005,II,TT,43,428.156,8.230000000000018,0.0,18,ahora por tanto no creo que lo que quede por resolver sea más fácil resolverlo con el tiempo
10-03-04-m-005,II,TT,44,436.386,1.099999999999966,0.0,4,ya lo he dicho
10-03-04-m-005,II,TT,45,437.486,4.6200000000000045,0.0,13,las dificultades de hoy serán todavía más difíciles de resolver en el futuro
10-03-04-m-005,II,TT,46,442.106,4.605000000000018,0.0,14,en el segundo semestre no van a ser las cosas más fáciles que ahora
10-03-04-m-005,II,TT,47,446.711,5.724999999999966,0.0,17,hay toda una serie de temas que van a venir y que van a complicar las cosas
10-03-04-m-005,II,TT,48,452.436,14.29000000000002,0.0,41,el Parlamento va a cambiar la Comisión va a cambiar van a cambiar los actores políticos y eso no va a facilitar no va a facilitar las cosas y por tanto no creo que sea acertado decir el tiempo lo resolverá
10-03-04-m-005,II,TT,49,466.726,8.240000000000009,0.0,18,como ya les he dicho en otras ocasiones nosotros pensamos que hay que estudiar los temas por separado
10-03-04-m-005,II,TT,50,474.966,8.329999999999984,0.0,21,por eso pensamos que hay que buscar una solución rápida porque los temas si se mezclan es más difícil de resolverlos
10-03-04-m-005,II,TT,51,483.296,5.7099999999999795,0.0,15,creo y sigo pensando que la Constitución interesa a la Unión y a sus ciudadanos
10-03-04-m-005,II,TT,52,489.006,6.230000000000018,0.0,9,es un salto cualitativo hacia una mayor claridad transparencia
10-03-04-m-005,II,TT,53,495.236,3.8000000000000114,0.0,10,será una base para el crecimiento futuro de la Unión
10-03-04-m-005,II,TT,54,499.036,4.850000000000023,0.0,10,permitirá que los ciudadanos se sientan partícipes de esta Unión
10-03-04-m-005,II,TT,55,503.886,5.449999999999989,0.0,16,la Unión además desempeñará un papel más dinámico y activo en un mundo cada vez mayor
10-03-04-m-005,II,TT,56,509.336,7.67999999999995,1.0,19,si hay voluntad de llegar a un acuerdo sin duda ese acuerdo se podrá obtener y si no no
10-03-04-m-005,II,TT,57,517.016,3.9700000000000273,0.0,10,yo creo que si hay voluntad se podrá avanzar rápidamente
10-03-04-m-005,II,TT,58,520.986,10.129999999999995,0.0,23,como ya he dicho antes si hay una posibilidad de avanzar desde luego la Presidencia irlandesa aprovechará la ocasión para que así sea
10-03-04-m-005,II,TT,59,531.116,1.2351879999999937,0.0,1,gracias
10-03-04-m-006,II,ST,0,0.0,4.36,0.0,7,thank you Mr President President-in-Council
10-03-04-m-006,II,ST,1,4.36,9.21,0.0,20,I regret the unavoidable absence of of President Prodi Mr President but as you know he has official obligations elsewhere
10-03-04-m-006,II,ST,2,13.57,12.419999999999998,0.0,27,Mr President the Commission welcomes the opportunity provided by this discussion this morning to draw attention to the importance of a satisfactory agreement on the proposed Constitution
10-03-04-m-006,II,ST,3,25.99,16.140000000000004,1.0,39,obviously the analysis made at Laeken still holds good and the enlarged Union still needs reform in order to ensure that it can work in the public interest with higher standards of efficiency and with greater democracy and transparency
10-03-04-m-006,II,ST,4,42.13,7.659999999999997,0.0,14,this is plainly unfinished business and equally plainly it must be tackled with determination
10-03-04-m-006,II,ST,5,49.79,14.360000000000007,0.0,27,in the unique association of democracies which makes up the European Union careful deliberation is always necessary but no constructive interests are really served by prolonged stalemate
10-03-04-m-006,II,ST,6,64.15,9.169999999999987,0.0,21,that's why the Commission fully supports the approach taken by the Irish presidency and Minister Roche's report is clear
10-03-04-m-006,II,ST,7,73.32,7.590000000000003,0.0,17,the Commission is convinced that the Presidency have done and are still doing exactly what is necessary
10-03-04-m-006,II,ST,8,80.91,14.060000000000002,1.0,34,after the breakdown of the Brussels European Council the only realistic course was to proceed in the way followed by the Irish presidency and to sound out the prospects for progress through bilateral consultations
10-03-04-m-006,II,ST,9,94.97,7.320000000000007,0.0,19,it's an arduous course and doubtlessly Dick Roche and his colleagues have the air miles to prove it
10-03-04-m-006,II,ST,10,102.29,28.559999999999988,1.0,59,but our Irish colleagues have a true talent Mr President for promoting understanding except of course where English rugby is concerned and and we hope that their diligent efforts will bear fruit and the Presidency report to the European Council will be able to conclude that all delegations are disposed to sign the Constitutional Treaty before the European elections
10-03-04-m-006,II,ST,11,130.85,8.210000000000008,1.0,13,such progress will of course require some willingness to revise original negotiating positions
10-03-04-m-006,II,ST,12,139.06,13.620000000000005,0.0,26,but the Commission continues to believe that such developments are feasible and that the conclusion of a Constitutional Treaty can be achieved under the present Presidency
10-03-04-m-006,II,ST,13,152.68,13.650000000000006,0.0,32,as Minister Roche said on this issue on this issue it isn't always true in politics but on this issue time will not change the basics or make a resolution easier
10-03-04-m-006,II,ST,14,166.33,18.189999999999998,0.0,38,one of the factors which propels such a view is recognition of the reality that if the IGC was not satisfactorily concluded this year the prospects for establishing a Constitution for the Union will begin to appear remote
10-03-04-m-006,II,ST,15,184.52,22.00999999999999,0.0,45,the momentum provided by the Convention will then manifestly continue to diminish and in the very nature of politics debate about the Treaty will become entangled with other controversies such as those which naturally and inevitably will for instance be associated with the financial perspectives
10-03-04-m-006,II,ST,16,206.53,19.47,0.0,39,no democrat could or would fear the prospect of multiple debates but clarity and rigour in all discussions would obviously be served best by ensuring that each salient issue is tackled on its own terms on its own merits
10-03-04-m-006,II,ST,17,226.0,28.22999999999999,0.0,61,meanwhile the rational desire to conclude the IGC successfully and with reasonable dispatch should not deflect us from the course which the Parliament and the Commission have followed on the content of the Constitution and I'm sure that the Commission reflects the majority opinion in this House by emphasising that the text drafted by the Convention should not be diluted
10-03-04-m-006,II,ST,18,254.23,17.640000000000015,-1.0,36,we've all of course heard the maxim better no constitution than a bad constitution and no sensible person could possibly disagree with that but those can hardly be considered to be the sole true alternatives
10-03-04-m-006,II,ST,19,271.87,10.389999999999986,-1.0,25,the risk is surely not a bad constitution since it is highly unlikely that the IGC would agree to something that was noxious or ineffectual
10-03-04-m-006,II,ST,20,282.26,23.80000000000001,0.0,44,the real risk is rather that the Convention draft becomes amended to the point where cumulatively almost accidentally the ambition and the attractiveness of the Constitution dwindles and the singular opportunity of clarifying and developing the Union provided by drafting a Constitution slips away
10-03-04-m-006,II,ST,21,306.06,10.009999999999991,0.0,18,the representatives and more important the people of the European Union would then inherit problems rather than answers
10-03-04-m-006,II,ST,22,316.07,6.8700000000000045,0.0,18,that's why the basis for the Constitution should continue to be the text presented by the Convention
10-03-04-m-006,II,ST,23,322.94,3.660000000000025,0.0,7,obviously on some points improvement is possible
10-03-04-m-006,II,ST,24,326.6,19.42999999999995,1.0,44,for instance debates in the months before the Brussels European Council showed that the fact that a proposed change attracts widespread support from Member States does not necessarily make it a move in the wrong direction as some seemed to contend at the time
10-03-04-m-006,II,ST,25,346.03,18.940000000000055,0.0,40,meanwhile in the Commission and I emphasise explicitly in the interests of the Union we were glad to note that most if not all delegations realised that making a distinction between voting and non-voting commissioners would simply not work
10-03-04-m-006,II,ST,26,364.97,7.059999999999945,0.0,14,we trust therefore that no variations on that impractical and divisive theme will reappear
10-03-04-m-006,II,ST,27,372.03,8.260000000000048,0.0,13,naturally Parliament Council Commission and everyone else has to continue to exercise care
10-03-04-m-006,II,ST,28,380.29,17.370000000000005,0.0,36,for instance the Italian presidency has helpfully made it clear that some of the texts circulating in the final hours of the December European Council which some regarded to be Presidency compromises have no formal status
10-03-04-m-006,II,ST,29,397.66,8.149999999999977,0.0,22,most of those suggestions would as it happens have been unacceptable to either the Commission or to this Parliament or indeed both
10-03-04-m-006,II,ST,30,405.81,11.689999999999998,0.0,25,we are certain that the Irish presidency will characteristically show its own constructive sensitivity regardless of the hour of the day or of the night
10-03-04-m-006,II,ST,31,417.5,6.389999999999986,0.0,13,the House is of course fully aware of the controversial issues that remain
10-03-04-m-006,II,ST,32,423.89,25.28000000000003,0.0,60,the Commission has made it clear on many occasions that it holds the view that the compromise reached in the Convention on the double-hatted status of an EU Foreign Affairs representative should not be changed that the enhanced budget powers of the European Parliament should not be altered that the scope of qualified majority voting should not be reduced
10-03-04-m-006,II,ST,33,449.17,17.94999999999999,0.0,39,and the Commission has also made clear its opinion particularly when we're only weeks away from a European Union with twenty-five Member States the practical case for an extension of qualified majority voting is stronger than ever
10-03-04-m-006,II,ST,34,467.12,12.680000000000007,0.0,31,on that particular point Mr President the House will know that the Commission considers that the double-majority proposal of the Convention is the best approach for the definition of QMV
10-03-04-m-006,II,ST,35,479.8,4.449999999999989,0.0,6,that also reflects practicality and proportionality
10-03-04-m-006,II,ST,36,484.25,10.269999999999982,0.0,22,it's clear that full and necessary articulation of arguments will ensure that decision-making in the enlarged Union is never easy
10-03-04-m-006,II,ST,37,494.52,25.769999999999982,0.0,49,to make effective agreement on necessary decisions even harder by fixing a QMV threshold which is so high that the focus is on forming blocking minorities rather than on reaching consensus would however be a formula for stasis and the Union as a whole could not benefit from that
10-03-04-m-006,II,ST,38,520.29,11.300000000000068,0.0,32,the Commission's view continues to be that a double majority of fifty per cent of the Member States representing fifty per cent of the population would be both clear and balanced
10-03-04-m-006,II,ST,39,531.59,8.799999999999955,0.0,21,however the Commission accepted the Convention's compromise of fifty per cent of Member States and sixty per cent of population
10-03-04-m-006,II,ST,40,540.39,11.580000000000041,0.0,30,although I have to say the Commission still believes that a fifty per cent and fifty-five per cent formulation would fit the purpose of effective decision-making still better
10-03-04-m-006,II,ST,41,551.97,15.92999999999995,0.0,33,whatever compromise is eventually reached Mr President it's obvious that no one should forget that the draft Constitution will need approval and ratification through the democratic processes of twenty-five Member States
10-03-04-m-006,II,ST,42,567.9,15.460000000000036,1.0,30,an arrangement which increased complexity and intensified the difficulties of making the enlarged Union work well would hardly be likely to attract understanding or support in either parliaments or plebiscites
10-03-04-m-006,II,ST,43,583.36,11.019999999999982,0.0,24,we are certain that the presidency the majority in this Parliament and a spectrum a wide spectrum of governmental and public opinion understands that
10-03-04-m-006,II,ST,44,594.38,8.139999999999986,0.0,21,and we wish the Irish presidency well in their sustained efforts in the interests of the modern Union and its citizens
10-03-04-m-006,II,ST,45,602.52,1.0,0.0,4,thank you Mr President
10-03-04-m-006,II,TT,0,0.0,1.856,0.0,2,gracias Presidente
10-03-04-m-006,II,TT,1,1.856,5.33,0.0,3,Presidente del Consejo
10-03-04-m-006,II,TT,2,7.186,7.835000000000001,0.0,19,lamento la ausencia inevitable del presidente Prodi señor Presidente pero como ustedes saben tiene una serie de obligaciones oficiales
10-03-04-m-006,II,TT,3,15.021,13.3,1.0,30,señor Presidente la Comisión se alegra de esta posibilidad que le brinda la discusión de esta mañana para señalar la importancia que tiene un acuerdo sobre la propuesta de constitución
10-03-04-m-006,II,TT,4,28.321,15.575,1.0,39,evidentemente el análisis realizado en Laeken sigue siendo válido y la Unión ampliada sigue necesitando una reforma para poder garantizar que pueda funcionar en interés del público con unos altos niveles de eficacia y una mayor democracia y transparencia
10-03-04-m-006,II,TT,5,43.896,7.949999999999996,0.0,19,esto claramente es un asunto que queda por resolver y también es evidente que se debe abordar con determinación
